Particulars,Q1 2064,Q2 2064,Q3 2064,Q4 2064,Q1 2065,Q2 2065,Q3 2065,Q4 2065,Q1 2066,Q2 2066,Q3 2066,Q4 2066,Q1 2067,Q2 2067,Q3 2067,Q4 2067,Q1 2068,Q2 2068,Q3 2068,Q4 2068,Q1 2069,Q2 2069,Q3 2069,Q4 2069,Q1 2070,Q2 2070,Q3 2070,Q4 2070,Q1 2071,Q2 2071,Q3 2071,Q4 2071,Q1 2072,Q2 2072,Q3 2072,Q4 2072,Q1 2073,Q2 2073,Q3 2073,Q4 2073,Q1 2074,Q2 2074,Q3 2074,Q4 2074,Q1 2075,Q2 2075,Q3 2075,Q4 2075,Q1 2076,Q2 2076,Q3 2076,Q4 2076,Q1 2077,Q2 2077,Q3 2077,Q4 2077,Q1 2078,Q2 2078,Q3 2078,Q4 2078,Q1 2079,Q2 2079,Q3 2079,Q4 2079,Q1 2080,Q2 2080,Q3 2080,Q4 2080,Bank
return on equity,,,,,,,,,,,,,,,,,,,,,,,,,12.77,10.83,13.78,16.68,15.66,12.27,13.78,14.75,13.27,11.13,17.4,17.19,16.5,13.6,18.1,18.7,17.0,10.41,10.71,12.15,,,,,,,,,,,,,,,,,,,,,,,,,Nic Asia Bank
return on total assets,,,,,,,,,,,,,,,,,,,,,,,,,1.33,1.27,1.66,1.8,1.58,1.15,1.33,1.4,1.24,1.03,1.59,1.53,1.52,1.26,1.69,1.76,1.6,0.9,0.82,1.02,,,,,,,,,,,,,,,,,,,,,,,,,Nic Asia Bank
credit to deposit ratio,,,,,,,,,,,,,,,,,,,,,,,,,72.35,77.57,77.39,76.72,74.92,75.71,76.72,78.61,73.1,76.46,75.93,77.71,78.52,78.13,78.4,78.26,76.34,77.51,78.19,76.18,74.12,77.68,78.71,77.55,74.84,79.05,78.31,77.73,70.7,74.94,78.09,87.81,84.74,91.19,92.75,92.99,86.27,85.99,85.12,86.5,,,,,Nic Asia Bank
debt ratio,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.43,0.42,,,4.37,,,,,2.07,2.96,2.3,2.83,1.71,,0.5,3.67,1.54,0.01,0.43,0.64,4.75,0.56,,,,,,,,,,,,,,,,,,,,,Nic Asia Bank
interest income to assets ratio,,,,,,,,,,,,,,,,,,,,,,,,,9.04,2.19,4.31,6.36,7.76,1.73,1.48,2.17,6.47,1.67,3.06,4.25,5.49,0.66,1.27,2.04,6.96,0.5,3.97,5.98,7.71,2.46,4.52,2.19,2.33,2.34,2.29,2.26,2.2,1.83,1.73,1.99,2.04,2.0,2.34,2.5,2.76,2.8,2.67,2.61,,,,,Nic Asia Bank
interest income margin,,,,,,,,,,,,,,,,,,,,,,,,,3.8,0.88,1.84,2.82,3.49,0.73,-0.56,-0.81,2.61,0.61,1.24,1.85,2.46,-0.17,-0.43,-1.07,2.57,-1.09,1.11,1.75,2.28,0.95,1.69,0.79,0.83,0.87,0.84,0.8,0.91,0.74,0.67,0.9,0.84,0.79,0.79,0.91,1.03,0.97,0.84,0.82,,,,,Nic Asia Bank
return on investment,,,,,,,,,,,,,,,,,,,,,,,,,1.33,0.32,0.83,1.35,1.58,0.27,0.66,1.02,1.14,0.26,0.74,1.02,1.33,0.31,0.79,1.26,1.48,0.23,0.41,0.61,0.69,0.38,0.71,0.34,0.55,0.47,0.47,0.21,0.27,0.38,0.35,0.35,0.12,0.35,0.39,0.37,0.28,0.49,0.43,0.22,,,,,Nic Asia Bank
commission to operating income,,,,,,,,,,,,,,,,,,,,,,,,,7.8,9.61,9.47,5.48,5.02,5.22,5.72,5.82,6.26,6.5,6.33,6.46,5.46,4.19,4.86,4.24,4.28,5.78,5.29,4.9,3.98,16.17,17.33,25.66,24.59,25.43,24.66,20.29,21.25,16.26,19.08,15.99,12.06,15.93,14.21,13.25,17.58,14.75,13.98,22.04,,,,,Nic Asia Bank
staff expense to income ratio,,,,,,,,,,,,,,,,,,,,,,,,,16.29,19.22,15.98,15.14,16.71,21.03,19.23,19.0,20.06,24.48,20.76,19.96,20.64,26.49,24.06,23.52,24.65,24.75,22.99,26.46,27.62,29.58,26.6,23.71,28.7,26.25,23.84,24.54,33.19,27.85,25.08,28.49,33.38,27.48,30.34,30.05,36.68,30.28,29.68,30.8,,,,,Nic Asia Bank
net profit margin,,,,,,,,,,,,,,,,,,,,,,,,,28.34,30.26,36.71,38.86,36.41,29.17,33.9,35.65,32.94,30.7,44.82,41.36,40.65,35.03,46.17,45.74,42.58,30.82,27.44,26.78,23.27,31.97,32.78,30.25,47.48,38.71,40.28,17.3,23.69,39.97,39.91,31.58,11.96,33.67,40.98,34.12,22.21,40.49,42.86,20.37,,,,,Nic Asia Bank
income tax portion of operating profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52,50.77,14.65,3.06,,37.18,4.21,,,66.85,42.85,42.83,0.84,,,125.15,37.66,98.84,71.21,194.89,232.03,74.04,46.54,27.73,77.01,49.84,38.67,41.41,25.24,50.55,44.07,38.91,,,,,Nic Asia Bank
loan to deposit ratio,,,,,,,,,,,,,,,,,,,,,,,,,79.08,84.01,82.82,82.06,80.72,79.91,81.94,84.82,78.85,82.16,79.34,81.84,84.13,84.18,84.0,85.14,82.58,83.69,85.02,81.55,79.81,82.82,84.95,97.74,85.97,92.69,93.49,96.12,88.51,89.2,88.38,97.82,95.11,105.26,98.34,98.31,97.4,94.6,92.21,92.33,,,,,Nic Asia Bank
reserves,,,,,,,,,,,,,,,,,410399.0,255683.0,268797.0,281830.0,272755.0,390325.0,430871.0,531846.0,634979.0,904568.0,633716.0,745552.0,871090.0,1231563.0,716255.0,856781.0,976833.0,1110021.0,2085017.0,2431693.0,2536484.0,4196960.0,4634512.0,4070986.0,4437572.0,4769307.0,9341777.0,9162112.0,8848972.0,8932320.0,9379327.0,2451341.0,3547043.0,4738877.0,5280661.0,6365740.0,5873676.0,5460741.0,5191165.0,4549537.0,5474935.0,5443141.0,5334258.0,5517827.0,6587714.0,7006381.0,7731022.0,8095154.0,,,,,NMB Bank
debenture and bond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,,,,,,,,,,,,,,,,,,,,,,NMB Bank
borrowings,,,,,,,,,,,,,,,,,497200.0,10000.0,,,,,,100000.0,,,,100000.0,,,,70000.0,438000.0,,,773013.0,2148503.0,1531657.0,1140337.0,2474370.0,2351489.0,4057788.0,1879502.0,2400977.0,2344056.0,7067635.0,6795532.0,2937060.0,3758194.0,355867.0,615885.0,322729.0,274129.0,389009.0,35796.0,2804148.0,4862876.0,1982847.0,632470.0,2646293.0,5790718.0,3067191.0,2219552.0,1543983.0,,,,,NMB Bank
deposits,,,,,,,,,,,,,,,,,12799494.0,13460620.0,14129405.0,14913361.0,15965434.0,15957123.0,17049764.0,19492079.0,21949115.0,20016500.0,22093653.0,23954389.0,26271819.0,25554185.0,28988050.0,33401578.0,35361443.0,36461852.0,50368320.0,57560043.0,64941496.0,65585352.0,67725304.0,70657334.0,72315155.0,72001150.0,80954914.0,85761770.0,85045772.0,86484363.0,88773299.0,94766302.0,99210426.0,123504238.0,127916039.0,130329335.0,133248271.0,142193605.0,144361328.0,157299463.0,166165008.0,175453447.0,183817071.0,187234974.0,186883072.0,182190322.0,193730976.0,198957049.0,,,,,NMB Bank
income tax liability,,,,,,,,,,,,,,,,,,18391.0,26060.0,32034.0,27934.0,42785.0,75126.0,117819.0,117819.0,45237.0,6320.0,6320.0,6320.0,14477.0,14477.0,14477.0,24136.0,24439.0,28181.0,30610.0,33843.0,,,52889.0,51424.0,72143.0,80399.0,87325.0,83744.0,,,725911.0,1023404.0,92222.0,33902.0,72023.0,53565.0,284472.0,150264.0,232561.0,23026.0,368831.0,67927.0,29154.0,169062.0,397733.0,179735.0,294934.0,,,,,NMB Bank
other liabilities,,,,,,,,,,,,,,,,,422460.0,604469.0,871407.0,629401.0,780158.0,676394.0,834595.0,956830.0,316378.0,2091107.0,1790012.0,1671071.0,1466847.0,2310320.0,404409.0,478771.0,3404642.0,784143.0,23991218.0,1045157.0,995902.0,1518986.0,6507410.0,13211936.0,1868688.0,1928181.0,3382532.0,3406483.0,3278549.0,3229120.0,4519412.0,4840359.0,2185565.0,3082705.0,2313532.0,3595581.0,3388690.0,2980577.0,2902418.0,3517226.0,3934459.0,3957051.0,4148274.0,4741729.0,6598545.0,5718204.0,6354844.0,5816990.0,,,,,NMB Bank
total assets,,,,,,,,,,,,,,,,,16129553.0,16349165.0,17115744.0,17856626.0,19046281.0,19066627.0,20390356.0,23198574.0,25134941.0,25057413.0,26523701.0,28377332.0,30616076.0,30217350.0,32570030.0,37721608.0,43105055.0,41280455.0,82035745.0,66527488.0,75682182.0,78763017.0,86438067.0,97510838.0,88093203.0,89901790.0,98716405.0,104648608.0,107827487.0,115091546.0,118838276.0,138754159.0,139615339.0,172142811.0,177864705.0,180019938.0,183277942.0,192100723.0,205398067.0,227951214.0,236360107.0,240742615.0,249842300.0,252293762.0,261346541.0,265093498.0,274726323.0,279784079.0,,,,,NMB Bank
loan and advancements,,,,,,,,,,,,,,,,,11343092.0,11429933.0,14429333.0,12356273.0,12468479.0,14295718.0,14771461.0,15894233.0,15894233.0,16187398.0,17413134.0,19603616.0,20467041.0,21167598.0,21116511.0,26587254.0,27288891.0,27652154.0,43362120.0,49083045.0,93001774.0,56060407.0,59979361.0,61620005.0,62716177.0,64430302.0,72550081.0,75750859.0,77313408.0,84452778.0,87130580.0,92607093.0,94296896.0,117113456.0,121370466.0,123294234.0,123050641.0,136157681.0,146587863.0,157829600.0,160304892.0,175928112.0,182657897.0,188535483.0,186298831.0,190171835.0,194366712.0,196456468.0,,,,,NMB Bank
interest income,,,,,,,,,,,,,,,,,1492385.0,418249.0,536388.0,1265179.0,1720201.0,436179.0,862062.0,1329677.0,1837998.0,482113.0,976796.0,1484660.0,2014295.0,577541.0,1074672.0,1665759.0,2329233.0,640286.0,2563140.0,2899893.0,4178700.0,1274777.0,2695213.0,4392378.0,6364668.0,2050561.0,4252557.0,445270047.0,9197319.0,2713162.0,5481040.0,2901096.0,3179634.0,3377895.0,3924125.0,4005522.0,3692634.0,3651656.0,3551065.0,3691424.0,3811826.0,4135640.0,4451531.0,5305719.0,6272331.0,6549455.0,6848428.0,7027842.0,,,,,NMB Bank
interest expense,,,,,,,,,,,,,,,,,1048253.0,319313.0,319319.0,940512.0,1255186.0,265766.0,506414.0,766953.0,1075648.0,307979.0,606983.0,902911.0,1205082.0,319313.0,552325.0,883029.0,1341441.0,393035.0,1757050.0,1460704.0,2072152.0,641485.0,1353707.0,2387634.0,3576452.0,1372525.0,2751265.0,443005376.0,6004379.0,1679211.0,3365508.0,1735396.0,1923038.0,2075836.0,2313278.0,2355137.0,2404390.0,2191480.0,1910249.0,2108707.0,2297990.0,2569813.0,3021594.0,3470879.0,4023750.0,4373563.0,4523748.0,4696073.0,,,,,NMB Bank
net interest income,,,,,,,,,,,,,,,,,444132.0,98936.0,217069.0,324667.0,465015.0,170413.0,355648.0,562724.0,762350.0,174134.0,369813.0,581749.0,809213.0,258228.0,522347.0,782730.0,987792.0,247251.0,806090.0,1439189.0,2106548.0,633292.0,1341506.0,2004744.0,2788216.0,678036.0,1501292.0,2264671.0,3192940.0,1033951.0,2115532.0,1165700.0,1256596.0,1302059.0,1610847.0,1650385.0,1288244.0,1460176.0,1640816.0,1582717.0,1513836.0,1565827.0,1429937.0,1834840.0,2248581.0,2175892.0,2324680.0,2331769.0,,,,,NMB Bank
net fee and commission income,,,,,,,,,,,,,,,,,30874.0,9178.0,15814.0,40450.0,45741.0,13091.0,23563.0,37715.0,52727.0,18048.0,33281.0,55654.0,83497.0,30702.0,58516.0,85577.0,112616.0,42950.0,93318.0,149200.0,263045.0,61748.0,199873.0,309841.0,474125.0,154795.0,280128.0,372368.0,495946.0,126615.0,232802.0,222247.0,317946.0,252317.0,315963.0,222647.0,149012.0,381623.0,311605.0,412792.0,197642.0,598694.0,390056.0,472437.0,233452.0,542120.0,389611.0,392592.0,,,,,NMB Bank
total operating income,,,,,,,,,,,,,,,,,581669.0,573580.0,280563.0,451707.0,612938.0,231475.0,456413.0,696572.0,946131.0,240638.0,518019.0,808437.0,1108143.0,350695.0,707734.0,1072724.0,1364242.0,355928.0,1061635.0,1879766.0,2755686.0,834376.0,1797864.0,2711351.0,3758885.0,997125.0,2120006.0,3212241.0,4470501.0,1424177.0,2915983.0,1554734.0,1696494.0,1733301.0,2087434.0,2052702.0,1594818.0,1979131.0,2129999.0,2136132.0,1986738.0,2496024.0,2053095.0,2413263.0,2539551.0,2894594.0,2841476.0,2822034.0,,,,,NMB Bank
staff expenses,,,,,,,,,,,,,,,,,358896.0,27291.0,49993.0,72936.0,97075.0,35160.0,62176.0,94821.0,132048.0,43026.0,84761.0,125179.0,154980.0,61388.0,112246.0,162887.0,208564.0,63020.0,208534.0,306304.0,539459.0,162533.0,323656.0,476303.0,617000.0,227686.0,436558.0,662142.0,933316.0,370210.0,758051.0,368192.0,463993.0,474074.0,518150.0,466674.0,447607.0,556714.0,627300.0,597161.0,549777.0,796653.0,643076.0,699803.0,735521.0,752631.0,762532.0,778457.0,,,,,NMB Bank
operating profit,,,,,,,,,,,,,,,,,322464.0,52264.0,66907.0,85322.0,75752.0,119576.0,236497.0,354613.0,490592.0,122670.0,256700.0,409532.0,582491.0,200167.0,409590.0,611719.0,769149.0,188673.0,499109.0,923806.0,1211118.0,367394.0,891053.0,1299507.0,2168120.0,502223.0,1209480.0,1794750.0,2448769.0,800901.0,1605298.0,846561.0,996822.0,400494.0,1246083.0,411206.0,612583.0,1125490.0,1318567.0,1448895.0,373164.0,1568695.0,1035047.0,1456368.0,1517557.0,1336235.0,1479957.0,1151381.0,,,,,NMB Bank
non operating income expense,,,,,,,,,,,,,,,,,14473.0,7036.0,7966.0,8282.0,2987.0,3496.0,3024.0,2970.0,5368.0,5154.0,5806.0,17361.0,529595.0,11837.0,14004.0,15491.0,15470.0,471.0,19273.0,31914.0,54556.0,27717.0,93172.0,40015.0,91170.0,839.0,104472.0,106872.0,119617.0,3529.0,5469.0,-13455.0,7490.0,586381.0,-2553.0,-10655.0,-4123.0,-6694.0,-316.0,-27632.0,8417.0,155.0,1058.0,-56.0,-47972.0,449.0,-17745.0,2228.0,,,,,NMB Bank
profit for the period,,,,,,,,,,,,,,,,,240440.0,43055.0,56170.0,69201.0,62273.0,90135.0,165718.0,266200.0,366609.0,93435.0,203883.0,312468.0,433717.0,146277.0,280909.0,418062.0,532781.0,127343.0,444538.0,810181.0,1212000.0,353685.0,751359.0,1232738.0,1636559.0,472760.0,1055111.0,1477606.0,1910170.0,563997.0,1140500.0,583334.0,705180.0,855028.0,875813.0,280087.0,428399.0,786473.0,929077.0,994120.0,323805.0,1113585.0,733326.0,1010513.0,1099051.0,937322.0,1040709.0,815569.0,,,,,NMB Bank
capital fund to rwa,,,,,,,,,,,,,,,,,18.39,16.82,15.38,14.57,14.66,13.31,13.38,12.84,12.68,12.22,11.36,11.06,10.77,10.91,10.91,11.46,11.2,11.09,12.2,11.37,11.08,14.08,13.73,13.57,13.82,13.79,13.03,12.88,15.78,15.26,15.32,15.27,15.18,15.66,15.89,14.32,14.62,14.33,13.73,13.36,15.14,14.54,14.15,14.17,13.85,13.71,12.87,12.83,,,,,NMB Bank
non performing loan to total loan,,,,,,,,,,,,,,,,,0.27,0.71,2.7,2.77,2.45,2.19,1.82,1.9,1.8,1.83,1.58,1.32,0.55,0.53,0.6,0.47,0.42,0.4,1.65,1.69,1.74,1.83,1.87,1.68,1.64,1.66,1.24,1.15,0.93,0.81,0.82,0.84,0.86,1.97,1.98,2.5,2.67,2.25,2.46,2.02,2.3,1.9,1.57,1.54,1.38,2.02,2.32,3.12,,,,,NMB Bank
total loan loss provision to npl,,,,,,,,,,,,,,,,,445.69,178.51,64.29,84.4,130.01,131.44,145.51,129.13,135.6,136.18,145.74,162.32,278.73,170.42,242.61,298.79,316.26,329.04,177.4,153.05,145.49,136.48,127.02,130.61,134.36,129.33,154.32,152.96,177.27,193.26,194.11,182.37,178.62,124.53,129.07,127.77,124.9,143.06,115.9,128.67,130.02,139.02,163.47,157.68,169.69,135.77,122.08,98.2,,,,,NMB Bank
cost of fund,,,,,,,,,,,,,,,,,9.9,10.79,9.37,9.28,9.02,6.8,6.44,6.95,6.14,6.1,6.0,5.74,5.52,4.34,4.26,4.32,4.55,4.31,4.31,4.12,4.01,3.81,4.09,4.69,5.17,7.22,7.14,7.47,7.52,7.46,7.4,7.32,7.32,7.19,7.75,7.16,7.05,5.94,5.52,5.38,5.8,5.36,5.82,6.15,5.9,8.07,8.2,8.35,,,,,NMB Bank
base rate,,,,,,,,,,,,,,,,,,,,,,,9.32,9.32,9.55,9.73,9.11,8.33,8.12,7.78,7.44,7.66,1.07,7.01,7.649,6.47,6.68,6.63,7.54,8.95,10.12,10.21,10.35,10.92,10.7,10.68,10.11,9.95,9.86,10.33,10.12,9.99,8.95,7.85,7.4,7.19,7.33,7.96,8.58,8.96,9.38,10.15,10.68,10.61,,,,,NMB Bank
net interest spread,,,,,,,,,,,,,,,,,2.49,2.37,3.34,3.49,3.56,,4.1,4.49,4.21,4.04,4.46,4.05,9.37,4.65,4.65,3.76,4.19,3.52,4.22,4.38,4.44,3.96,3.73,3.85,3.91,3.28,3.75,3.42,3.54,3.78,3.99,4.33,4.26,4.12,5.03,4.88,4.05,4.38,4.02,3.37,3.09,3.02,2.64,3.54,4.05,3.79,4.19,4.19,,,,,NMB Bank
market share price,,,,,,,,,,,,,,,,,195.0,170.0,157.0,167.0,180.0,175.0,269.0,270.0,252.0,260.0,420.0,397.0,515.0,507.0,507.0,507.0,507.0,507.0,460.0,609.0,810.0,,510.0,643.0,545.0,,457.0,445.0,358.0,,315.0,,,,,,,,,,,,,,,,,,,,,,NMB Bank
return on equity,,,,,,,,,,,,,,,,,12.97,6.6,4.58,3.86,2.41,15.17,14.42,15.6,15.86,12.55,14.46,15.36,15.87,18.25,18.17,18.42,17.66,15.45,17.72,19.29,17.2,20.08,17.73,18.14,16.59,16.8,18.61,17.13,16.11,11.86,12.66,13.3,13.96,15.54,15.72,12.46,11.21,13.49,14.51,15.15,12.51,17.5,14.41,14.59,14.86,13.31,14.18,13.17,,,,,NMB Bank
return on total assets,,,,,,,,,,,,,,,,,1.61,1.0,0.64,0.52,0.32,1.83,1.67,1.73,1.66,1.41,1.55,1.53,1.5,1.81,1.68,1.58,1.34,1.32,1.41,1.79,1.73,1.81,1.84,1.89,1.97,2.05,2.22,2.03,1.78,1.91,1.94,1.76,1.88,1.95,1.97,1.51,1.36,1.6,1.7,1.69,1.38,1.83,1.49,1.53,1.56,1.42,1.47,1.37,,,,,NMB Bank
credit to deposit ratio,,,,,,,,,,,,,,,,,77.07,73.35,76.94,74.16,65.76,77.11,77.06,76.71,68.7,75.68,73.64,75.43,75.02,77.74,79.75,78.06,72.0,72.66,78.95,79.72,78.69,75.45,78.85,70.81,74.9,77.84,76.61,75.33,77.72,78.31,78.95,77.83,76.88,77.23,77.55,76.16,72.68,79.77,81.97,81.09,77.06,91.27,88.88,87.53,87.75,86.94,87.25,87.08,,,,,NMB Bank
debt ratio,,,,,,,,,,,,,,,,,3.08,0.06,,,,,,0.43,,,,0.35,,,,0.19,1.02,,,1.16,2.84,1.94,1.32,2.54,2.67,4.51,1.9,2.29,2.17,6.14,5.72,2.12,2.69,0.21,0.35,0.18,0.15,0.2,0.02,1.23,2.06,0.82,0.25,1.05,2.22,1.16,0.81,0.55,,,,,NMB Bank
interest income to assets ratio,,,,,,,,,,,,,,,,,9.25,2.56,3.13,7.09,9.03,2.29,4.23,5.73,7.31,1.92,3.68,5.23,6.58,1.91,3.3,4.42,5.4,1.55,3.12,4.36,5.52,1.62,3.12,4.5,7.22,2.28,4.31,425.49,8.53,2.36,4.61,2.09,2.28,1.96,2.21,2.23,2.01,1.9,1.73,1.62,1.61,1.72,1.78,2.1,2.4,2.47,2.49,2.51,,,,,NMB Bank
interest income margin,,,,,,,,,,,,,,,,,2.75,0.61,1.27,1.82,2.44,0.89,1.74,2.43,3.03,0.69,1.39,2.05,2.64,0.85,1.6,2.08,2.29,0.6,0.98,2.16,2.78,0.8,1.55,2.06,3.17,0.75,1.52,2.16,2.96,0.9,1.78,0.84,0.9,0.76,0.91,0.92,0.7,0.76,0.8,0.69,0.64,0.65,0.57,0.73,0.86,0.82,0.85,0.83,,,,,NMB Bank
return on investment,,,,,,,,,,,,,,,,,1.49,0.26,0.33,0.39,0.33,0.47,0.81,1.15,1.46,0.37,0.77,1.1,1.42,0.48,0.86,1.11,1.24,0.31,0.54,1.22,1.6,0.45,0.87,1.26,1.86,0.53,1.07,1.41,1.77,0.49,0.96,0.42,0.51,0.5,0.49,0.16,0.23,0.41,0.45,0.44,0.14,0.46,0.29,0.4,0.42,0.35,0.38,0.29,,,,,NMB Bank
commission to operating income,,,,,,,,,,,,,,,,,5.31,1.6,5.64,8.95,7.46,5.66,5.16,5.41,5.57,7.5,6.42,6.88,7.53,8.75,8.27,7.98,8.25,12.07,8.79,7.94,9.55,7.4,11.12,11.43,12.61,15.52,13.21,11.59,11.09,8.89,7.98,14.29,18.74,14.56,15.14,10.85,9.34,19.28,14.63,19.32,9.95,23.99,19.0,19.58,9.19,18.73,13.71,13.91,,,,,NMB Bank
staff expense to income ratio,,,,,,,,,,,,,,,,,61.7,4.76,17.82,16.15,15.84,15.19,13.62,13.61,13.96,17.88,16.36,15.48,13.99,17.5,15.86,15.18,15.29,17.71,19.64,16.29,19.58,19.48,18.0,17.57,16.41,22.83,20.59,20.61,20.88,25.99,26.0,23.68,27.35,27.35,24.82,22.73,28.07,28.13,29.45,27.96,27.67,31.92,31.32,29.0,28.96,26.0,26.84,27.58,,,,,NMB Bank
net profit margin,,,,,,,,,,,,,,,,,41.34,7.51,20.02,15.32,10.16,38.94,36.31,38.22,38.75,38.83,39.36,38.65,39.14,41.71,39.69,38.97,39.05,35.78,41.87,43.1,43.98,42.39,41.79,45.47,43.54,47.41,49.77,46.0,42.73,39.6,39.11,37.52,41.57,49.33,41.96,13.64,26.86,39.74,43.62,46.54,16.3,44.61,35.72,41.87,43.28,32.38,36.63,28.9,,,,,NMB Bank
income tax portion of operating profit,,,,,,,,,,,,,,,,,,42.72,46.39,46.29,44.86,47.47,45.33,44.26,32.14,48.42,3.1,2.02,1.46,9.9,5.15,3.46,4.53,19.19,6.34,3.78,2.79,,,4.29,3.14,15.26,7.62,5.91,4.38,,,124.44,145.13,10.79,3.87,25.71,12.5,36.17,16.17,23.39,7.11,33.12,9.26,2.89,15.38,42.43,17.27,36.16,,,,,NMB Bank
loan to deposit ratio,,,,,,,,,,,,,,,,,88.62,84.91,102.12,82.85,78.1,89.59,86.64,81.54,72.41,80.87,78.82,81.84,77.9,82.83,72.85,79.6,77.17,75.84,86.09,85.27,143.21,85.48,88.56,87.21,86.73,89.49,89.62,88.33,90.91,97.65,98.15,97.72,95.05,94.83,94.88,94.6,92.35,95.76,101.54,100.34,96.47,100.27,99.37,100.69,99.69,104.38,100.33,98.74,,,,,NMB Bank
reserves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419775.0,178886.0,256390.0,476296.0,705392.0,909087.0,177743.0,366323.0,554723.0,1412287.0,1892548.0,2064590.0,2837160.0,3112685.0,3410230.0,3429864.0,4965829.0,,3706749.943,3878366.0,4392132.0,3854931.0,4533724.0,4181191.0,4304612.0,4186130.0,4273538.0,4457816.0,4717543.0,4883354.0,5385874.0,5610378.0,6070830.0,9079770.0,10269584.0,,,,,Prabhu Bank
debenture and bond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prabhu Bank
borrowings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328406.0,19440.0,19399.0,24831.0,8700.0,47453.0,24383.0,15243.0,20529.0,51860.0,76497.0,252387.0,1223501.0,1042875.0,1353861.0,702209.0,2244525.0,,,1100399.0,,,,495180.0,5180.0,85693.0,201400.0,219720.0,714900.0,,,,,1300000.0,1300000.0,,,,,Prabhu Bank
deposits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31676480.0,33160326.0,36571329.0,42145236.0,45667823.0,47981888.0,54542498.0,60940868.0,65296259.0,70216567.0,71602950.0,81291139.0,82757069.0,85993221.0,87602624.0,97141898.0,102990463.0,,107435341.3,112329446.0,106462253.0,115493058.0,118049177.0,128447657.0,133275976.0,161918136.0,163756413.0,164759895.0,165436085.0,163593433.0,166983764.0,178637989.0,170288650.0,270475665.0,277119785.0,,,,,Prabhu Bank
income tax liability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96468.0,17316.0,,,,,,,,,,556.0,151.0,1887.0,2371.0,,,420319.487,417761.0,214926.0,28535.0,217008.0,14954.0,161901.0,195074.0,274905.0,,98658.0,182667.0,97716.0,68335.0,415155.0,,,,,,,Prabhu Bank
other liabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3658690.0,3280771.0,3498941.0,2784798.0,2807741.0,2805352.0,5923638.0,5476191.0,5427949.0,4831738.0,4424573.0,4386269.0,4153933.0,4369279.0,4203012.0,5249305.0,2621831.0,,3825477.23,4743989.0,5076253.0,4076495.0,6442793.0,4370236.0,4026763.0,4245965.0,4823165.0,5535052.0,6149308.0,4400898.0,4800808.0,5984675.0,6550543.0,11053238.0,9208342.0,,,,,Prabhu Bank
total assets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38452687.0,39944775.0,43572259.0,48640677.0,52398542.0,54952665.0,65552401.0,72680028.0,77180862.0,82393853.0,83887971.0,93922630.0,96955836.0,101159887.0,104683763.0,114870697.0,121056607.0,,126814953.9,134080744.0,144270349.0,144835972.0,150779461.0,168341140.0,178097996.0,209065216.0,213759009.0,217330629.0,215890510.0,220078551.0,225324327.0,232830400.0,225070942.0,344471063.0,342766966.0,,,,,Prabhu Bank
loan and advancements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23978538.0,27202700.0,28678202.0,29704724.0,30034975.0,31795653.0,44357408.0,48212758.0,51745689.0,56529040.0,59594614.0,61979529.0,66767951.0,71637856.0,73070388.0,75980565.0,86018093.0,,89936760.24,90347750.0,95781128.0,98498319.0,102972587.0,103589769.0,119006909.0,129764251.0,142397610.0,142556011.0,146926983.0,149788964.0,150642518.0,152575013.0,156960367.0,253076639.0,249750519.0,,,,,Prabhu Bank
interest income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609495.0,1359425.0,2054550.0,2813459.0,785734.0,1529773.0,2425073.0,3590924.0,957769.0,2435018.0,3758041.0,5492530.0,1856244.0,3813852.0,5838816.0,8411243.0,2673578.0,,2796441.32,2918383.0,3140490.0,2853626.0,2961880.0,2972539.0,3399065.0,3085837.0,3192991.0,3247379.0,3676353.0,3999789.0,4490666.0,5290376.0,5756359.0,5441444.0,9409432.0,,,,,Prabhu Bank
interest expense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362373.0,668044.0,985491.0,1270986.0,440890.0,822443.0,1202829.0,1622497.0,489551.0,992312.0,1806363.0,2950338.0,1341974.0,2604509.0,3931671.0,5419739.0,1536342.0,,1568438.303,1724641.0,1731986.0,1800716.0,1820142.0,1921624.0,1702681.0,2073989.0,2050382.0,2048511.0,2245361.0,2590610.0,2982864.0,3420075.0,3770425.0,3992673.0,6101125.0,,,,,Prabhu Bank
